District,Division,Area,Club,Clubname,Clubest,Clubstatus,Clubaddr1,Clubaddr2,Clubcity,Clubstate,Clubzip,Clubcountry,Clubphone,Clubday_o,Clubtime_o,Clubday,Clubtime,Clublen,Clubfreq,Clubopen,Cluburl1,Cluburl2,Clubwebstat1,Clubwebstat2,Clubemail,Clubadvanced,date,source
98,C,05,7860939,Emerson ISV Toastmasters Club,2021-02-08,Active,"Emerson Process Management India Pvt Ltd, Conference Room Plot No C1, Talegoan MIDC Phase 2,","Mindewadi, Mawal Taluka,  Pune",Pune,MAH,410506,India,+91 95117 54261,Thursdays,"6:30pm, 8:00pm",Thu,18:30:00,0,W1,E,,,None,None,ravindra.bhagwat@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,01,2187981,John Deere Pune Toastmasters Club,2012-04-18,Active,John Deere Technology Center India Tower 14,"Magarpatta city, Cyber City,",Pune,MAH,411013,India,+91 98230 46538,Each Friday,10.00 am,Fri,10:00:00,0,W1,E,,www.facebook.com/JDTCIToastmasters,None,Facebook,pawar.sushil@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,01,2383421,ZS Toastmasters Club,2012-05-11,Ineligible,ZS Associates India Pvt Ltd,"Tower 3, World Trade Center, Kharadi",Pune,MAH,411 014,India,+91 99370 53641,Thursday,2:00 pm,Thu,14:00:00,0,W1,E,,,None,None,shreeman.arvind@outlook.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,01,5144305,Barclays Pune Toastmasters Club,2015-12-02,Active,"Barclays Technology Centre Eon Office, Kharadi Trion IT Park, Opposite Park Estique, Nagar Road","Barclays GSC, Gera Commerzone",Pune,MAH,411014,India,+91 73829 85829,Friday,05:30 PM - 6:30 PM,Fri,17:30:00,60,W1,E,,,None,None,saiharika27@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,01,6604804,Bibvewadi Toastmasters Club,2017-06-30,Active,Zoom - https://bit.ly/BTMCmeeting,"Zoom Meeting Id 922 8560 2660 ,","Bibvewadi ,Pune",MAH,411037,India,+91 91759 31452,Sunday,7:00 PM  IST (UTC +05:30),Sun,19:00:00,0,W1,O,linktr.ee/btmc,www.facebook.com/bibvewaditmc/,Other,Facebook,saurabhjgandhi@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,01,7752570,Clarion Toastmasters Club,2020-05-15,Active,"Conference room Tower S4, 4th Floor","Cybercity, Magarpatta Hadapsar",Pune,MAH,411013,India,+91 77589 91169,2nd & 4th Thursday,15:30 - 17:00,Thu,15:30:00,90,M2,E,,,None,None,callmerenjith@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,01,7913217,Japfa Toastmasters Club,2021-06-29,Active,Online,Online,Pune,MAH,4110028,India,+91 8108821177,Thursday,5:00-6:00PM IST,Thu,17:00:00,60,W1,O,,,None,None,samir.bhiwapurkar@japfa.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,02,5742252,"Toastmasters Club of Zensar, Pune",2016-09-01,Ineligible,Zensar Main Campus,Zensar Knowledge Park,Pune,MAH,411014,India,+91 97669 06115,Thursdays,4:00 PM,Thu,16:00:00,0,W1,E,,,None,None,toastmasters_excos@zensar.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,02,5749190,BNY Mellon Technology Pune Toastmasters Club,2016-09-10,Active,"BNY Mellon Technology Pvt. Ltd Tower 9, Level 7, Magarpatta City, Pune",BNY Mellon Technology Pvt. Ltd.,Pune,MAH,411013,India,+91 99222 61979,Thursdays,2:00 PM - 3:15 PM,Thu,14:00:00,75,W1,E,www.facebook.com/groups/844596922341392?_rdr,,Facebook,None,Chandrasekaran.Parthasarathy@bnymellon.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,02,6691907,"RISE Toastmasters Club, Magarpatta",2017-10-03,Active,"Crescent play school, Bungalow 14 Mulberry Gardens 2, Magarpatta City",Magarpatta,Pune,MAH,411013,India,+91 94209 75962,Every Saturday,11:30 am - 1:30 pm,Sat,11:30:00,120,W1,O,risetoastmastersmagarpattacity.toastmastersclubs.org/,,FTH3,None,risetoastmastersmagarpatta@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,02,7289566,Expedition Toastmasters Pune,2019-02-02,Active,TIAA,"World Trade Ctr,Twr 4,EON Free Zone",Pune,MAH,411014,India,+91 99002 43043,2nd & 4th Thursday,3:00 PM,Thu,15:00:00,0,M2,E,,,None,None,schiragh@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,02,7850267,Backpackers Toastmasters Club,2021-01-26,Active,"Online, Pune Maharastra Meeting ID: 84786118287        Passcode: wanderlust",Pune,Pune,MAH,411013,India,+91 99525 84696,Sundays,4 to 6 pm IST (GMT+5.30),Sun,16:00:00,120,W1,O,www.instagram.com/backpackerstmc/,www.facebook.com/backpackerstmc,Facebook,Facebook,r.joe4u@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,02,7908895,Speak-a-Holic Toastmasters Club,2021-06-19,Active,Online Club,Online Club,Pune,MAH,411013,India,+91 9822254024,Saturday,7:00-8:45 PM,Sat,19:00:00,105,W1,O,,,None,None,vinayghule@yahoo.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,03,1813871,ADP Pune Toastmasters,2011-05-10,Active,ADP Pvt Ltd Office / Work Place,"Bldg #3, SP InfoCity, Phursungi Road, Pune Saswad Road, Hadapsar",Pune,MAH,412 308,India,+91 20 6757 4549,Friday,06:30 PM,Fri,18:30:00,0,W1,E,,www.facebook.com/ADP-Pune-Toastmasters-CLUB-622929451109407/?ref=bookmarks,None,Facebook,devengavlee@yahoo.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,03,4789556,Hitachi Consulting Pune Toastmasters,2015-08-01,Ineligible,"Hitachi Consulting Software Services India Pvt Ltd Tower VII, Level 3","SEZ Magarpatta City, Hadapsar",Pune,MAH,411013,India,+1 787-510-2271,Wednesday,2:30 PM - 3:45 PM,Wed,14:30:00,75,W1,E,,,None,None,hcptmc@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,03,6006628,Allstate Toastmasters Club Pune,2017-04-25,Active,Virtual Meetings on Zoom due to Covid 19 ASPL Pune Office,"Gera Commerzone, 9th Floor, Unit 9",Pune,MAH,411014,India,+91 96203 27860,Saturday,3:00 PM - 4:00 PM,Sat,15:00:00,60,W1,E,,,None,None,,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,03,6958921,"Srujan Hindi Toastmasters Club, Pune",2018-04-25,Active,8th Floor Icon Tower,Baner Road,Pune,MAH,411045,India,+91 78388 66810,All Saturdays,5-7 pm,Sat,17:00:00,120,W1,O,,,None,None,srujanhinditoastmasters@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,03,7327561,Teradata Pune Toastmasters Club,2019-03-08,Active,Skylab Teradata India,"Tower 12, Magarpatta City, Hadaspar",Pune,MAH,411013,India,+91-20-66442004,1st & 3rd Wednesday,10:30 AM - 12:30 PM,Wed,10:30:00,120,M2,E,,,None,None,rajesh.kumar@teradata.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,03,7780150,Wonders of Women Toastmasters Club,2020-05-18,Active,CBSE - Little Flower Medium School,"Suresh Nagar, Hadapasar",Pune,MAH,411028,India,+91 95274 50436,Sunday,15:00,Sun,15:00:00,0,W1,E,,,None,None,kanchan.siddharthan@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,04,1543586,Toastmasters Club of Pune South East,2010-09-09,Active,"IBS Business School, Amanora Park Town Hadapsar-Pune","IBS Business School, Survey No: 174, 175, DSK Sunderban – Business Hub1, Hadapsa",Pune,MAH,411028,India,+91 97679 71818,Saturday,3.00 pm,Sat,15:00:00,0,W1,O,magarpattapune.toastmastersclubs.org/,www.facebook.com/groups/tmcpse,FTH3,Facebook,membership.southeast@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,04,6783469,BNYMellon - Magarpatta,2018-02-28,Active,BNY Mellon,"Magarpatta City, Cybercity",Pune,MAH,411013,India,+1 646-782-6785,Wednesday,5:00 pm,Wed,17:00:00,0,W1,E,,,None,None,Priti.Mudoi@bnymellon.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,04,6894572,Accenture Pune Toastmasters Club - Magarpatta,2018-04-01,Ineligible,"Accenture Building B-4, Magarpatta City (SEZ)","Accenture, Building B-4",Pune,MAH,411028,India,+91 86007 77153,Wednesday,12:45-2:00 PM,Wed,12:45:00,75,W1,E,,,None,None,sri.kishlay@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,04,7709645,E3 Ecolab Toastmasters Club,2020-02-01,Active,Nalco Water India Limited Online Microsoft Team Meeting,Online meeting,Pune,MAH,411028,India,+91 97660 53661,Saturday,10:30 - 12:30,Sat,10:30:00,120,W1,E,,,None,None,shahnawaz.shakil@ecolab.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,04,7709657,Food Lovers Toastmasters Club,2020-01-06,Active,"Community Hall, MIDC Baramati Above MIDC Office, Near SBI Bank","Pencil Chowk, MIDC, Baramati",Baramati,MAH,413133,India,+91 96040 03279,Saturdays,18:00 - 20:00,Sat,18:00:00,120,W1,O,,,None,None,srgiranje@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,04,7850568,John Deere Pune Toastmasters 2.0,2021-03-25,Active,John Deere - Enterprise Technology and Engineering Center,"Tower 14, Magarpatta City, Hadaspar",Pune,MAH,411028,India,+91-9370-812315,Tuesdays,5:30 - 7:00 PM IST,Tue,17:30:00,90,W1,E,,,None,None,devulapalliaparna@johndeere.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,D,05,5200422,Dresser-Rand Toastmasters Club,2016-01-19,Ineligible,Dresser-Rand Office,"Level 5, Tower 7, Cybercity",Pune,MAH,411013,India,+917767942020,1st & 3rd Thursday,1:30PM - 3:30PM,Thu,13:30:00,120,M2,E,,,None,None,ssantoshg@yahoo.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,01,1272701,Elan Toastmasters Hyderabad,2009-06-03,Active,"Jain Toddlers, Kondapur http://bit.ly/MeetElanOnline",Elan Toastmasters Hyderabad,Hyderabad,TG,500084,India,+91 98101 54696,1st & 3rd Saturday,3:00 pm - 5:00 pm,Sat,15:00:00,120,M2,E,bit.ly/etmonmeetup,www.facebook.com/groups/elantoastmastershyd,meetup.com,Facebook,elantm.hyderabad@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,01,1390103,Microsoft Hyderabad Toastmasters,2010-08-14,Active,Microsoft Campus Gachibowli Hyderabad,Microsoft Campus Bldg 1 Gachibowli,Hyderabad,TG,500032,India,+91 77384 50970,2 Wednesdays / Month,4:30 pm,Wed,16:30:00,0,M2,E,,,None,None,manoharkumardm@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,01,2694327,Toastmasters CBIT,2012-09-24,Active,Chaitanya Bharathi Institute of Technology,"Osman Sagar road, Ocean Park",Hyderabad,TG,500075,India,+91 99127 18027,Friday,"4:30 pm, 5:45 pm",Fri,16:30:00,0,W1,O,instagram.com/tmcbit?igshid=xxofo1lq5v84,www.facebook.com/tmcbit,Invalid--429,Facebook,cbittoastmaster@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,01,3743725,Ben's Toastmasters,2014-04-01,Ineligible,Franlin Templeton International Services(India),FT Park 18-23 Financial District,Hyderabad,TG,500019,India,+91 95053 09949,Wednesday,5 pm to 6 pm,Wed,17:00:00,60,W1,E,,,None,None,gkumar1@franklintempleton.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,01,6482230,Speak Up @ Gainsight HYD Toastmasters Club,2017-05-01,Ineligible,Gainsight Software India,"Cyber Gateway, Hitech City",Hyderabad,,500081,India,+971 1411160,Wednesday,12:00 pm,Wed,12:00:00,0,W1,E,,,None,None,vsirpurkar@gainsight.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,01,7799944,SLIC Toastmasters,2020-08-14,Active,"Head Office, Shriram Life Insurance COmpany Plot 31 & 32, 5th & 6th Floor, Ramky Selenium","Financial District, Gachibowli",Hyderabad,TG,500032,India,+91 4023009400 Extn 372,2nd & 4th Friday,3:00 PM,Fri,15:00:00,0,M2,P,,,None,None,toastmasters@shriramlife.in,Yes,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,01,7847230,Spoorthy Telugu Toastmasters,2021-01-15,Active,Community Hall,Hyderabad,Hyderabad,TG,500001,India,+91 99854 26211,2nd & 4th Saturdays,8:30PM,Sat,20:30:00,0,M2,O,spoorthytelugutoastmasters.toastmastersclubs.org/,m.facebook.com/SpoorthyTeluguToastmasters/?ref=bookmarks,FTH3,Facebook,v.rajnish@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,02,938828,CSC Hyderabad Chapter Toastmasters,2006-07-14,Ineligible,CSC India Pvt. Ltd.,"Building #7, Mind Space, IT Park,",Hyderabad,TG,500081,India,+91-9000669446,Wednesday,1:00 p.m.,Wed,13:00:00,0,W1,E,,www.facebook.com/CSCHydTM,None,Facebook,nitingoud12@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,02,946002,Hyderabad Toastmasters,2006-11-17,Active,Zoom Online meetings,Zoom Online meetings,Hyderabad,TG,500034,India,+91 99714 15584,2nd & 4th Sunday,10:00 am- 12:30 PM,Sun,10:00:00,150,M2,O,meetup.com/hyderabadtoastmasters,www.facebook.com/HyderabadToastmastersHTM,meetup.com,Facebook,vp.pr@hyderabadtoastmasters.in,Yes,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,02,1041988,Synopsys Hyderabad Toastmasters,2007-08-01,Active,"Synopsys India Pvt. Ltd.,","7th Floor, Block B, DivyaSree Omega, Survey no 13, Kondapur",Hyderabad,AP,500032,India,+91 87675 24123,1st & 3rd Tuesday,11:00AM,Tue,11:00:00,0,M2,E,,www.facebook.com/groups/snpstm.hyd,None,Facebook,tm-hyd@synopsys.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,02,4504233,Techmahindra Toastmasters Club (Infocity),2015-03-01,Active,"Tech Mahindra Auditorium A-Wing, 2nd Floor, Infocity Campus","10-3-3/22,Prabhat Park View Apartme",Secunderabad,TG,500026,India,+91 98480 06240,Fridays,11:00 AM,Fri,11:00:00,0,W1,O,,www.facebook.com/groups/TechM.Toastmasters,None,Facebook,ECHydToastmastersClub@TechMahindra.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,02,6623002,TCS HYD Maitree Kohinoor Park Toastmasters Club,2017-07-14,Low,Tata Consultancy Services Kohinoor Park Conference Room 8NRuby,"TCS Kohinoor Park, Plot No 1,",Hyderabad,TG,500084,India,+91 81436 62408,Saturday,4:00 PM - 5:30 PM,Sat,16:00:00,90,W1,E,,,None,None,tcshydmaitree.kptmclub@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,02,7877640,TA Digital Toastmasters Club,2021-03-31,Active,"TA Digital Plot No 28, 3rd Floor","N Heights, Phase 2, Madhapur",Hyderabad,TG,500081,India,+91 9796684393,2nd & 4th Thursday,3:00 - 4:30 PM IST,Thu,15:00:00,90,M2,E,,,None,None,shikhaA@tadigital.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,03,2669965,"Infosys Toastmasters, Hyderabad Prakriti",2012-09-01,Active,"Infosys Limited, SEZ Unit 1 Virtual: Zoom Platform","Acacia, Building 2, Floor 4,",Hyderabad,TG,500088,India,+91 98862 70297,Saturday,15:30 - 17:00,Sat,15:30:00,90,W1,E,,www.facebook.com/pageitmhp,None,Facebook,TM-Club_Prakriti@infosys.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,03,6662202,TCS Maitree Adibatla Toastmasters Club,2017-09-14,Active,TCS Adibatla Gurukul,TCS Adibatla,Hyderabad,TG,501510,India,+91 99663 91012,Saturday,10:30 - 12:00 IST,Sat,10:30:00,90,W1,E,,www.facebook.com/TMADB1/,None,Facebook,tmadibatla@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,03,7308980,ANURAG Toastmasters,2019-02-20,Active,"ANURAG  UNIVERSITY, Ghatkesar Transportation","Ghatkesar, Medchal Dist",Hyderabad,TG,501301,India,+91 91009 92457,Every Sunday,3:00-5:00 PM,Sun,15:00:00,120,W1,E,anurag.edu.in/anuragtm,,Invalid--NoResponse,None,sarikasandeep@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,03,7533654,StoryDellers,2020-01-23,Active,Dell International Services Meeting Room Austin,"Plot 42 Hitech City Rd, Madhapur",Hyderabad,TG,500081,India,+91 98495 08279,Friday,4:30 pm,Fri,16:30:00,0,W1,E,,,None,None,Srinivasa_Budde@Dell.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,03,7681349,GH ReveRB,2020-06-15,Ineligible,Reckitt Benckiser,"Skyview Tower #20, Fl 12, Madhapur",Hyderabad,TG,500081,India,+ 9100974939,1st & 3rd Thursday,12:00 - 1:30 PM,Thu,12:00:00,90,M2,E,,,None,None,DLGHToastmasters@RB.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,04,2221384,Invesco India Toastmasters Club,2012-04-11,Active,Invesco Hyderabad Pvt Ltd DivyaSree Orion SEZ,"14th & 15th Floor, Block 6, North Tower, Survey # 66/1, Raidurga",Hyderabad,TG,500032,India,+91 40 6748 0329,Alternate Fridays,3:00 pm - 4:30 pm,Fri,15:00:00,90,W2,E,iitmc.toastmastersclubs.org/,,FTH3,None,Tara.Varghese@invesco.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,04,4800980,Stagecoach Hyderabad Toastmasters,2015-06-29,Active,"Currently Meeting via Zoom    Wells Fargo Center - Learning Room Behind Amphitheater, Tower II",Bldg 1A Orion SEZ,Hyderabad,TG,500032,India,+91 95151 33429,1st & 3rd Thursday,11:00AM - 12:30 PM,Thu,11:00:00,90,M2,E,,,None,None,stagecoachhyderabadtoastmaster@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,04,7709596,RG Titans,2020-05-09,Ineligible,G Pullaiah Engineering College  Ravindra College of Engineering for Women,"Nandikotkur Rd, Venkayapalli",Kurnool,AP,518452,India,91-7799977989,Saturdays,2:00 - 3:00 PM,Sat,14:00:00,60,W1,E,,,None,None,chairman@gpcet.ac.in,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,04,7833894,Toastmasters For Hyderabad Entrepreneurs,2020-11-30,Active,Physical and Online (Zoom) Behind Hotel Sitara Grand,"B1-307, Sree Hemadurga Towers",Hyderabad,TG,500049,India,+91 9949158935,Sundays,7:00 - 9:00 PM,Sun,19:00:00,120,W1,O,,,None,None,toastmasters4hydentrepreneurs@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,04,7893922,SRIT - Eloquent Speakers,2021-05-12,Active,"ELCS Lab, Main Block Srinivasa Institute of Technology, Ananthapuramu","BKS Mandal, Rotarypuram",Ananthapuramu,AP,515701,India,7799797555,1st & 3rd Saturday,2:00 - 4:30 PM,Sat,14:00:00,150,M2,E,,,None,None,waheeda.hs@srit.ac.in,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,E,05,2305303,IBM Visakha Hills,2012-04-01,Ineligible,IBM Visakha Hills Campus Rushikonda IT & ITES SEZ,"Plot No. 1, Hill No. 3, Rushikonda, Madhurawada",Visakhapatnam,AP,530045,India,+91 98481 20172,Thursday,12:00 Noon,Thu,12:00:00,0,W1,E,,www.facebook.com/groups/279452652159297,None,Facebook,myasasvi@outlook.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,01,1431155,Broadridge Toastmasters Club,2010-01-12,Active,Broadridge Financial Solutions (India) PVT LTD,"Adjacent to Cyber Towers,",Hyderabad,AP,500081,India,+91 92837 84729,2nd & 4th Thursday,3:30PM - 5:00 PM,Thu,15:30:00,90,M2,E,,www.facebook.com/groups/broadridgetoastmasters,None,Facebook,Ramakrishna.tetakali@broadridge.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,01,1530783,Madhapur Toastmasters,2010-10-07,Active,PLEASE check fb group or telegram link Join Telegram channel for all meeting updates: https://bit.ly/Toastmasters_MTM,Madhapur or HiTech city general area,Hyderabad,TG,500081,India,+91 98853 06231,2nd & 4th Saturday,9:55 am - 12:00 pm,Sat,09:55:00,125,M2,O,www.meetup.com/madhapurtm,www.facebook.com/groups/madhapur.toastmasters,meetup.com,Facebook,harsh@harshsinghal.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,01,4731654,JPMC Hyderabad Toastmasters,2015-05-27,Active,"JP Morgan Chase & Co., Hyderabad This club is open to employees of JPMC only","Building 11, Raheja Mindspace",Hyderabad,TG,500 081,India,+91 96184 15260,Thursday,11:30 AM - 1:00 PM,Thu,11:30:00,90,W1,E,,,None,None,Nikitabhatia.icbi@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,01,5094647,Dhruva College of Management,2015-11-03,Ineligible,Dhruva College Campus Campus at Medchal Hyderabad,"NH-44, Medchal, Hyderabad",Hyderabad,TG,501401,India,040-30162000,Saturday 2nd & 4th,"9:30 AM, 11:30 AM",Sat,09:30:00,0,M2,E,,,None,None,mail@dhruvacollege.net,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,01,6779917,Pega Toastmasters Club,2017-12-01,Ineligible,"Mysore Palace Conference Room 14th Flr, Building 12 A","Raheja IT Park, Building 12A,",Hyderabad,TG,500081,India,+91 95026 37181,Thursday,2PM,Thu,14:00:00,0,W1,O,,,None,None,santanu.bhattacherjee@in.pega.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,01,7318924,Statestreet Hyd Toastmasters Club,2019-12-03,Active,State Street Hyderabad,"Orwell-1, Salarpuria Sattva",Hyderbad,TG,500081,India,+91 97899 83537,2nd & 4th Tuesdays,4:00 - 5:30 PM,Tue,16:00:00,90,M2,E,www.toastmasters.org/Find-a-Club/07318924-statestreet-hyd-toastmasters-club,,Invalid-TIURL,None,jayaraj.verma@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,01,7902837,Parker Hyderabad Speaks To Lead Toastmasters Club,2021-08-11,Active,Company Meeting Hall,,Hyderbad,TG,502319,India,+91 9866582641,1st & 3rd Saturday,2:00 - 4:30 PM,Sat,14:00:00,150,M2,E,,,None,None,bgovardhan@parker.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,02,1340464,TCS Maitree Hyderabad Toastmasters Club,2009-06-02,Active,Tata Consultancy Services Deccan Park,"Plot No 1 Survey No 64/2, Software Units Layout, Madhapur",Hyderabad,TG,500034,India,+91 86863 20954,Thursday,12:30 pm - 1:45 pm,Thu,12:30:00,75,W1,E,tmhtc.toastmastersclubs.org/,www.facebook.com/#!/groups/tcmaitreedptm,FTH3,Facebook,deccanpark.toastmasters@tcs.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,02,1466666,ADP Hyderabad Toastmasters,2010-04-01,Active,Hyderabad,"ADP Pvt Ltd, F9 Somajiguda.",Hyderabad,AP,500082,India,,Wednesday or thursday,5:00 pm,Wed,17:00:00,0,W1,E,,,None,None,uma.muthyala@adp.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,02,4040445,CMC Hyderabad,2014-06-26,Ineligible,"CMC Hyderabad, CMC Limited","CMC Centre, Gachibowli",Hyderabad,TG,500 032,India,+1 996-668-8278,Thursday,12:15 PM - 1:15 PM,Thu,12:15:00,60,W1,O,,,None,None,,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,02,5030861,Roots Toastmasters,2015-11-06,Active,Roots College Raj Bhavan Road,"Somajiguda, Near Katriya Hotel",Hyderabad,TG,500082,India,+91 80089 56271,Thursday,2:00 - 3:00 p.m.,Thu,14:00:00,60,W1,E,mackartik.wixsite.com/website,,Wix.com Website Builder,None,siddhartha@roots.ac.in,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,02,7913167,ZF Toastmasters,2021-06-30,Active,ZF India Technology Center,"Financial Dist, Nanakaramguda",Hyderabad,TG,500032,India,+91-85005 37995,2nd & 4th Wednesday,4:00 - 6:00,Wed,16:00:00,120,M2,E,,,None,None,omkar.chogc821994@gmail.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,03,2254770,Toastmasters at Novartis Hyderabad,2012-03-01,Active,Novartis Healthcare Pvt Ltd,Salarpuria Sattva Knowledge City,Hyderabad,TG,500081,India,+91 90046 43540,2nd & 4th Thursday,3:00 to 4:30 PM,Thu,15:00:00,90,M2,E,,,None,None,toastmasters.hyderabad@novartis.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
98,F,03,6666427,ServiceNow India Toastmasters,2017-10-01,Ineligible,ServiceNow Meeting Room,7Fl Salarpuria-Sattva Knowledg City,Hyderabad,TG,500081,India,8008028222,2nd & 4th Thursday,3:00 pm - 4:30 pm,Thu,15:00:00,90,M2,E,,,None,None,sashi.bandaru@servicenow.com,,2021-09-23,https://www.marshalls.org/tmtools/getclubs.cgi?dist=98&Go=getclubs
