Region,District,Division,Area,Club ID,Club Name,Club Status,Club Join Date,Original Join Date,Membership Begin,Membership End,Member ID,Paid Status,date,link
13,98,B,2,7770363,Articulators,Active,10/1/2020,10/1/2020,10/1/2020,3/31/2021,7819998,UNPAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,10/1/2020,10/1/2020,10/1/2020,3/31/2021,7820010,UNPAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,10/1/2020,10/1/2020,4/1/2021,9/30/2021,7820020,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,10/1/2020,10/1/2020,4/1/2021,9/30/2021,7820438,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,10/1/2020,10/1/2015,10/1/2020,3/31/2021,5031042,UNPAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876526,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876586,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876519,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876534,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876596,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,10/1/2020,10/1/2020,10/1/2020,3/31/2021,7819994,UNPAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876523,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876532,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876521,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2020,4/1/2016,10/1/2020,3/31/2021,5452406,UNPAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,10/1/2020,10/1/2020,10/1/2020,3/31/2021,7818506,UNPAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,10/1/2020,4/1/2021,9/30/2021,7819313,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876613,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876536,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876578,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876603,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2020,4/1/2017,10/1/2020,3/31/2021,6432967,UNPAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2020,10/1/2019,4/1/2021,9/30/2021,7603281,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,10/1/2020,10/1/2020,4/1/2021,9/30/2021,7820437,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2020,10/1/2019,4/1/2021,9/30/2021,7603179,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,7/1/2020,4/1/2019,4/1/2021,9/30/2021,7357378,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2020,4/1/2020,10/1/2020,3/31/2021,7777090,UNPAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,10/1/2020,10/1/2020,4/1/2021,9/30/2021,7820017,PAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,10/1/2020,10/1/2020,10/1/2020,3/31/2021,7820024,UNPAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,10/1/2020,10/1/2020,10/1/2020,3/31/2021,7819988,UNPAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,10/1/2020,10/1/2020,10/1/2020,3/31/2021,7820016,UNPAID,2021-05-06,District Email
13,98,B,2,7770363,Articulators,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7876524,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,5/1/2018,5/1/2013,4/1/2021,9/30/2021,3230603,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,7/1/2019,10/1/2018,4/1/2021,9/30/2021,7165913,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,8/1/2019,8/1/2019,10/1/2020,3/31/2021,7539923,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,3/1/2020,3/1/2020,4/1/2021,9/30/2021,7762512,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,3/31/2021,7846816,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7871138,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7884478,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,9/1/2020,9/1/2020,4/1/2021,9/30/2021,7808899,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,10/1/2020,10/1/2020,10/1/2020,3/31/2021,7823680,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,8/1/2020,7/1/2012,4/1/2021,9/30/2021,2744899,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,6/1/2018,6/1/2018,4/1/2021,9/30/2021,7017792,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,1/1/2020,5/1/2013,4/1/2021,9/30/2021,3210763,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,2/1/2020,2/1/2020,10/1/2020,3/31/2021,7743372,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,1/1/2020,1/1/2020,10/1/2020,3/31/2021,7716071,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,4/1/2018,4/1/2018,4/1/2021,9/30/2021,6942869,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,11/1/2018,11/1/2018,4/1/2021,9/30/2021,7180656,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,4/1/2021,1/1/2019,4/1/2021,9/30/2021,7245584,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,10/1/2020,10/1/2020,4/1/2021,9/30/2021,7823681,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,8/1/2020,8/1/2020,10/1/2020,3/31/2021,7801300,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,4/1/2021,8/1/2014,4/1/2021,9/30/2021,4150927,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,9/1/2020,2/1/2016,10/1/2020,3/31/2021,5237852,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,1/1/2018,4/1/2016,4/1/2021,9/30/2021,5542850,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,6/1/2018,6/1/2018,4/1/2021,9/30/2021,7017804,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,3/1/2021,3/1/2021,4/1/2021,9/30/2021,7865186,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,4/1/2021,10/1/2019,4/1/2021,9/30/2021,7627392,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,7/1/2019,7/1/2019,4/1/2021,9/30/2021,7509049,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,4/1/2020,4/1/2020,4/1/2021,9/30/2021,7770332,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,8/1/2020,8/1/2020,4/1/2021,9/30/2021,7801299,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,12/1/2019,12/1/2019,4/1/2021,9/30/2021,7696768,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,4/1/2018,4/1/2018,4/1/2021,9/30/2021,6875422,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,2/1/2021,7/1/2018,2/1/2021,3/31/2021,7022831,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,1/1/2018,1/1/2018,4/1/2021,9/30/2021,6789497,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,2/1/2019,2/1/2019,10/1/2020,3/31/2021,7292515,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,5/1/2019,5/1/2019,10/1/2020,3/31/2021,7436118,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,1/1/2019,1/1/2019,10/1/2020,3/31/2021,7260147,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,3/1/2020,3/1/2020,10/1/2020,3/31/2021,7758854,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,2/1/2020,2/1/2020,10/1/2020,3/31/2021,7748294,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,12/1/2019,12/1/2019,4/1/2021,9/30/2021,7696774,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,2/1/2021,2/1/2021,2/1/2021,3/31/2021,7861328,UNPAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,3/1/2020,3/1/2020,4/1/2021,9/30/2021,7755623,PAID,2021-05-06,District Email
13,98,B,2,6786470,Chatterati Toastmasters Club,Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7869465,PAID,2021-05-06,District Email
13,98,B,2,5235362,DB Mumbai Toastmasters Club,Active,8/1/2018,8/1/2018,10/1/2020,3/31/2021,7061334,UNPAID,2021-05-06,District Email
13,98,B,2,5235362,DB Mumbai Toastmasters Club,Active,2/1/2021,2/1/2021,4/1/2021,9/30/2021,7859675,PAID,2021-05-06,District Email
13,98,B,2,5235362,DB Mumbai Toastmasters Club,Active,2/1/2021,2/1/2021,4/1/2021,9/30/2021,7859672,PAID,2021-05-06,District Email
13,98,B,2,5235362,DB Mumbai Toastmasters Club,Active,1/1/2021,4/1/2016,4/1/2021,9/30/2021,5454997,PAID,2021-05-06,District Email
13,98,B,2,5235362,DB Mumbai Toastmasters Club,Active,4/1/2021,4/1/2016,4/1/2021,9/30/2021,5455049,PAID,2021-05-06,District Email
13,98,B,2,5235362,DB Mumbai Toastmasters Club,Active,10/1/2018,7/1/2017,10/1/2020,3/31/2021,6598515,UNPAID,2021-05-06,District Email
13,98,B,2,5235362,DB Mumbai Toastmasters Club,Active,2/1/2021,2/1/2021,4/1/2021,9/30/2021,7859670,PAID,2021-05-06,District Email
13,98,B,2,5235362,DB Mumbai Toastmasters Club,Active,9/1/2017,9/1/2017,10/1/2020,3/31/2021,6651590,UNPAID,2021-05-06,District Email
13,98,B,2,5235362,DB Mumbai Toastmasters Club,Active,4/1/2021,9/1/2017,4/1/2021,9/30/2021,6651590,PAID,2021-05-06,District Email
13,98,B,2,5235362,DB Mumbai Toastmasters Club,Active,2/1/2021,2/1/2021,4/1/2021,9/30/2021,7618608,PAID,2021-05-06,District Email
13,98,B,2,5235362,DB Mumbai Toastmasters Club,Active,2/1/2021,2/1/2021,4/1/2021,9/30/2021,7859674,PAID,2021-05-06,District Email
13,98,B,2,5235362,DB Mumbai Toastmasters Club,Active,2/1/2021,2/1/2021,4/1/2021,9/30/2021,7859673,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,4/1/2020,3/1/2011,4/1/2021,9/30/2021,1669911,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,4/1/2011,4/1/2011,4/1/2021,9/30/2021,1672613,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,8/1/2020,8/1/2020,10/1/2020,3/31/2021,7802796,UNPAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,8/1/2020,8/1/2009,4/1/2021,9/30/2021,1370231,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,8/1/2013,8/1/2013,4/1/2021,9/30/2021,3378618,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,8/1/2013,8/1/2013,4/1/2021,9/30/2021,3421589,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,9/1/2010,3/1/2010,4/1/2021,9/30/2021,1463915,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,10/1/2018,10/1/2018,10/1/2020,3/31/2021,7146658,UNPAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,8/1/2019,8/1/2019,10/1/2020,3/31/2021,7533893,UNPAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,4/1/2019,9/1/2016,4/1/2021,9/30/2021,5720660,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,4/1/2021,12/1/2019,4/1/2021,9/30/2021,7702391,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,8/1/2020,8/1/2020,10/1/2020,3/31/2021,7802893,UNPAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,8/1/2020,8/1/2020,4/1/2021,9/30/2021,7806170,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,9/1/2020,9/1/2020,10/1/2020,3/31/2021,7806181,UNPAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,8/1/2016,8/1/2016,4/1/2021,9/30/2021,5678139,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,9/1/2018,9/1/2018,4/1/2021,9/30/2021,7107903,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,4/1/2020,4/1/2020,10/1/2020,3/31/2021,7777470,UNPAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,8/1/2020,8/1/2020,4/1/2021,9/30/2021,7802545,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,8/1/2020,8/1/2020,4/1/2021,9/30/2021,7806158,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,9/1/2020,9/1/2020,10/1/2020,3/31/2021,7810690,UNPAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,11/1/2017,11/1/2017,4/1/2021,9/30/2021,6767437,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,10/1/2019,10/1/2019,4/1/2021,9/30/2021,7603617,PAID,2021-05-06,District Email
13,98,B,2,1447379,Mahindra Toastmasters Club,Active,8/1/2020,8/1/2020,10/1/2020,3/31/2021,7802817,UNPAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847941,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847888,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,9/1/2019,1/1/2021,9/30/2021,7542103,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847938,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847897,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847939,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847943,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847944,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,7/1/2015,1/1/2021,9/30/2021,4863351,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,5/1/2018,1/1/2021,9/30/2021,7003983,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847896,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847937,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,7/1/2017,1/1/2021,9/30/2021,6620161,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847921,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847922,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847891,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847925,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847940,PAID,2021-05-06,District Email
13,98,B,2,7840662,Mumbai Speakers Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7847894,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857846,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857794,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857964,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857843,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857953,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857833,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857903,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857956,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857984,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,5/1/2021,5/1/2021,5/1/2021,9/30/2021,7891296,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2017,1/1/2021,9/30/2021,5998046,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,9/1/2018,1/1/2021,9/30/2021,7137460,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857978,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857968,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,6/1/2019,1/1/2021,9/30/2021,7468507,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857812,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857898,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857760,PAID,2021-05-06,District Email
13,98,B,2,7854983,VJTI Toastmasters Club,Active,1/1/2021,1/1/2021,1/1/2021,9/30/2021,7857944,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,1/1/2020,4/1/2015,4/1/2021,9/30/2021,4655753,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,3/1/2020,11/1/2014,4/1/2021,9/30/2021,4371820,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,1/1/2020,9/1/2018,4/1/2021,9/30/2021,7115022,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,1/1/2020,1/1/2020,10/1/2020,3/31/2021,7732889,UNPAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,7/1/2020,7/1/2020,10/1/2020,3/31/2021,7792397,UNPAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,8/1/2020,8/1/2020,4/1/2021,9/30/2021,7804844,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,3/1/2020,3/1/2020,4/1/2021,9/30/2021,7759310,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,3/1/2021,3/1/2021,4/1/2021,9/30/2021,7866342,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,2/1/2021,2/1/2021,4/1/2021,9/30/2021,7856435,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,9/1/2020,9/1/2020,10/1/2020,3/31/2021,7812996,UNPAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,4/1/2021,2/1/2014,4/1/2021,9/30/2021,3718456,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,1/1/2020,1/1/2020,4/1/2021,9/30/2021,7732823,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,1/1/2020,1/1/2020,4/1/2021,9/30/2021,7732945,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,11/1/2020,11/1/2020,11/1/2020,3/31/2021,7831867,UNPAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,3/1/2021,3/1/2021,4/1/2021,9/30/2021,7866345,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,5/1/2021,5/1/2021,5/1/2021,9/30/2021,7888892,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,6/1/2020,3/1/2017,4/1/2021,9/30/2021,6093325,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,1/1/2020,1/1/2020,4/1/2021,9/30/2021,7732938,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,3/1/2020,3/1/2020,4/1/2021,9/30/2021,7759308,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,8/1/2020,8/1/2020,4/1/2021,9/30/2021,7804852,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7881098,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,9/1/2020,9/1/2020,4/1/2021,9/30/2021,7813731,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,6/1/2020,10/1/2016,4/1/2021,9/30/2021,5742281,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,1/1/2020,4/1/2017,4/1/2021,9/30/2021,6529538,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,1/1/2020,1/1/2020,10/1/2020,3/31/2021,7732831,UNPAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,1/1/2020,1/1/2020,4/1/2021,9/30/2021,7732812,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7884642,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,10/1/2020,10/1/2020,4/1/2021,9/30/2021,7826262,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,10/1/2020,9/1/2018,4/1/2021,9/30/2021,7121679,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,4/1/2020,4/1/2020,10/1/2020,3/31/2021,7771922,UNPAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,9/1/2020,9/1/2020,4/1/2021,9/30/2021,7811034,PAID,2021-05-06,District Email
13,98,B,3,7726190,Goregaon Speakers Community Toastmasters-(GSC Toastmasters),Active,4/1/2021,4/1/2021,4/1/2021,9/30/2021,7884994,PAID,2021-05-06,District Email
